Year,Abrv,State,unemp,labor,gdp,US_Border,border
2001,WA,Washington,23.59894311701385,-2.155730015529689,0.7,US-Canada Border,-11.438147143153643
2002,AK,Alaska,14.584430814301342,-0.4173948831344587,4.2,US-Canada Border,0.6995032820128699
2002,AZ,Arizona,29.154101845974225,0.8005014544750999,4.6,US-Mexico Border,11.729365899433631
2002,CA,California,24.066051864085303,-0.634742209355299,3.8,US-Mexico Border,-2.09207979653363
2002,ID,Idaho,10.076070404790904,-0.9110010625259957,3.6,US-Canada Border,-15.234753074324125
2002,ME,Maine,14.128109906989096,-0.9694775093328389,4.4,US-Canada Border,-11.318238311746365
2002,MI,Michigan,22.464876657589205,-2.631160322771453,3.9,US-Canada Border,-15.908221780908328
2002,MN,Minnesota,20.14491826595379,-0.6217255849152781,4.2,US-Canada Border,-6.774565444421487
2002,MT,Montana,-3.1705306590491755,-0.7465378560636227,4.5,US-Canada Border,-0.5692831159265443
2002,NM,New Mexico,12.978855510437715,0.48712143722255963,3.7,US-Mexico Border,27.05107922897223
2002,NY,New York,29.10790088272206,0.712093710605699,1.1,US-Canada Border,5.964089399547801
2002,ND,North Dakota,28.28418200615106,-0.39478756381058355,6.8,US-Canada Border,3.685426893432453
2002,TX,Texas,30.197159032730838,0.20247747375639058,1.8,US-Mexico Border,-9.4477655282043
2002,VT,Vermont,21.37379235738934,0.8064527820784484,4.6,US-Canada Border,-1.856766538922472
2002,WA,Washington,18.817900116680452,-0.04870724906500534,3.7,US-Canada Border,-20.59770862761067
2003,AK,Alaska,7.800935727183966,-0.127589125143579,7.4,US-Canada Border,1.5789707571154166
2003,AZ,Arizona,-6.179805369591129,-0.5722684875949513,7.4,US-Mexico Border,-8.071294247950123
2003,CA,California,2.3329972406965327,-1.1346084455750582,6.3,US-Mexico Border,2.1481487190019966
2003,ID,Idaho,0.903878368035671,-1.0699389373544643,4.2,US-Canada Border,-11.148549252560347
2003,ME,Maine,15.281036056315745,0.16165899996156696,4.1,US-Canada Border,0.34273645449356405
2003,MI,Michigan,15.486429247425338,-0.3887438271755639,3.2,US-Canada Border,-9.438574910794873
2003,MN,Minnesota,9.095217403460065,-0.4321970486296345,6.1,US-Canada Border,4.199479962743591
2003,MT,Montana,7.441057117239325,-0.25968501753846907,7.4,US-Canada Border,2.5258659352085377
2003,NM,New Mexico,6.059106084252597,0.3041684776829534,8.3,US-Mexico Border,-3.2762702539258615
2003,NY,New York,3.9528819650092917,-0.7582396755324794,2.1,US-Canada Border,-17.30422369888006
2003,ND,North Dakota,-0.0040818924945451585,0.9935165223427855,9.2,US-Canada Border,-3.6159069464914984
2003,TX,Texas,5.543528233706563,-0.16093827931902283,5.4,US-Mexico Border,-4.760101522893445
2003,VT,Vermont,7.737664638330832,-0.09671640020738614,4.8,US-Canada Border,-7.234960383417411
2003,WA,Washington,0.07792862605477957,0.14824725408457695,4.1,US-Canada Border,-4.721469703105063
2004,AK,Alaska,-5.098288683245067,-0.852561001206753,10.0,US-Canada Border,4.9918491024802725
2004,AZ,Arizona,-12.960177988006826,-0.8773969586897579,6.6,US-Mexico Border,2.13047161009694
2004,CA,California,-9.232668441461945,-0.49776659816715974,6.9,US-Mexico Border,-5.104862758470274
2004,ID,Idaho,-12.761784839362967,-0.24111486071112243,8.4,US-Canada Border,-3.103409308913929
2004,ME,Maine,-6.914386424648167,-0.5034071719786204,6.4,US-Canada Border,10.512910435483946
2004,MI,Michigan,-1.9096614203731543,0.17937306978248468,2.0,US-Canada Border,-1.8250814265233561
2004,MN,Minnesota,-4.3591628410488354,-0.6615562060005353,7.0,US-Canada Border,7.050164986717267
2004,MT,Montana,1.0231944269456283,0.48881480111064857,9.0,US-Canada Border,1.494678960311635
2004,NM,New Mexico,-6.300716556157926,-0.08994109611626389,10.9,US-Mexico Border,-0.9088992097674664
2004,NY,New York,-9.444776222516504,0.3791180220909185,5.5,US-Canada Border,-0.4334684656008725
2004,ND,North Dakota,-8.29714033002925,1.4632334202713482,4.9,US-Canada Border,2.09254110844288
2004,TX,Texas,-11.67675191013685,-0.9701379843269908,9.2,US-Mexico Border,0.183940416745898
2004,VT,Vermont,-14.94420848717577,-0.30309768833561845,7.3,US-Canada Border,-2.563708747048221
2004,WA,Washington,-16.406208958155656,0.5737704645788488,4.6,US-Canada Border,7.054813428149087
2005,AK,Alaska,-8.090279762962794,0.3559102857742191,13.7,US-Canada Border,0.33794748984621314
2005,AZ,Arizona,-7.488920677776923,-0.6174113736776454,11.1,US-Mexico Border,-4.790847092976147
2005,CA,California,-13.721520294134438,-0.13144229630989157,7.5,US-Mexico Border,-1.8900886515818005
2005,ID,Idaho,-19.231246846534255,1.3245256400290284,9.7,US-Canada Border,4.124944400446973
2005,ME,Maine,5.407695596209194,0.8869961955849881,3.0,US-Canada Border,1.3627483216719805
2005,MI,Michigan,-4.197673663436651,0.013877201766532288,3.4,US-Canada Border,1.0066105898617117
2005,MN,Minnesota,-13.730948644516715,-0.9240929664844577,5.5,US-Canada Border,-3.553814033201408
2005,MT,Montana,-8.974630723028042,-0.2061170108557442,9.3,US-Canada Border,8.052496830091481
2005,NM,New Mexico,-7.549115671309381,0.09920246364516494,5.7,US-Mexico Border,13.619791569685935
2005,NY,New York,-14.451166769885603,0.5274201410489177,6.3,US-Canada Border,-3.045376323607185
2005,ND,North Dakota,-1.1174959452132316,0.4195187548230228,5.4,US-Canada Border,-0.09105399072663056
2005,TX,Texas,-9.70283041722685,-0.6284122879227527,8.8,US-Mexico Border,-3.5931922525087923
2005,VT,Vermont,-5.423632517367826,0.14093348196033695,3.7,US-Canada Border,-18.789689576728108
2005,WA,Washington,-11.997579651019185,0.39566044401455613,9.6,US-Canada Border,-0.5606649587243107
2006,AK,Alaska,-4.233107084734778,-0.5457374351011457,11.7,US-Canada Border,-2.448150827597817
2006,AZ,Arizona,-10.310043434776572,0.03242475585982785,8.8,US-Mexico Border,-2.328615288573521
2006,CA,California,-9.855796545766305,-0.2278611987106438,6.9,US-Mexico Border,-2.365636087591816
2006,ID,Idaho,-13.736451736682664,-0.6756043617270557,6.3,US-Canada Border,5.1636160941036735
2006,ME,Maine,-6.880462101314611,-0.09648463576090727,4.5,US-Canada Border,-2.453757600202311
2006,MI,Michigan,3.685027576633515,-0.48119271332861535,0.3,US-Canada Border,-4.283206711856269
2006,MN,Minnesota,-1.4540532259079475,-0.805136635747572,2.8,US-Canada Border,-6.875732748753027
2006,MT,Montana,-20.452192054128094,-0.01309795054683649,7.9,US-Canada Border,6.362468546511479
2006,NM,New Mexico,-19.29900965661747,-0.6435454175417576,5.1,US-Mexico Border,8.17815998306859
2006,NY,New York,-10.060654220486265,-0.11251887861584153,5.6,US-Canada Border,-0.7164717783510799
2006,ND,North Dakota,-5.059596915198183,1.2020790424742467,7.0,US-Canada Border,-1.6709453268866192
2006,TX,Texas,-10.047587486326437,-0.4549816543976126,10.0,US-Mexico Border,-3.2684814802706463
2006,VT,Vermont,5.944349443660668,0.9793458540353406,3.4,US-Canada Border,28.112537849646024
2006,WA,Washington,-9.887418631521982,-0.19462810664674368,7.1,US-Canada Border,5.913487743016055
2007,AK,Alaska,-4.6682982977727105,-0.8747163505851696,10.2,US-Canada Border,3.1147496908103367
2007,AZ,Arizona,-8.940593235900874,-1.3230528030249156,5.7,US-Mexico Border,-1.1868220403851493
2007,CA,California,10.261486649034834,0.38045399996025075,4.3,US-Mexico Border,-7.916168854694005
2007,ID,Idaho,-12.069418474973336,-1.4308955865623085,5.6,US-Canada Border,0.14167498470554207
2007,ME,Maine,2.4597055481230923,-0.7285732786506238,2.6,US-Canada Border,-24.574350091899223
2007,MI,Michigan,0.36779533607942394,-1.4277841549886094,2.1,US-Canada Border,-5.353080859028414
2007,MN,Minnesota,14.598535066303665,-0.39279092822884776,3.6,US-Canada Border,-15.897359683606016
2007,MT,Montana,2.0624496705266893,0.2454748130754636,9.5,US-Canada Border,-21.013084435311992
2007,NM,New Mexico,-10.322183135573503,-0.789791635934245,4.1,US-Mexico Border,23.237798847353307
2007,NY,New York,0.6314751128615015,-0.45810386599119957,3.5,US-Canada Border,-1.9930460870626332
2007,ND,North Dakota,-3.1073648368578843,1.1973279841406503,9.8,US-Canada Border,-4.005166289958028
2007,TX,Texas,-12.785033883654206,-1.323006663525239,8.6,US-Mexico Border,-4.351084348532696
2007,VT,Vermont,9.362949791066754,-1.4819388212978457,1.6,US-Canada Border,-1.2821364832306448
2007,WA,Washington,-7.01046624727214,0.5452079536339527,9.2,US-Canada Border,-5.494905714168919
2008,AK,Alaska,6.0897464975334215,0.35037048587203135,11.8,US-Canada Border,-5.4590096256219685
2008,AZ,Arizona,63.53486906279506,0.06745202802722616,-1.1,US-Mexico Border,-7.897673850693243
2008,CA,California,38.295412225162174,0.37192195585513677,1.8,US-Mexico Border,-8.523002460929485
2008,ID,Idaho,69.30299333449321,-1.8250099224508154,3.1,US-Canada Border,33.85842156942764
2008,ME,Maine,18.567954038177838,-0.3501195454292838,1.7,US-Canada Border,-0.7678122929032472
2008,MI,Michigan,14.544222687326247,-1.7535058935388204,-4.4,US-Canada Border,-8.504729635699903
2008,MN,Minnesota,19.958749939280928,-0.2779417261727146,2.3,US-Canada Border,-1.1627366251407811
2008,MT,Montana,44.62821979079621,0.137480829562997,2.2,US-Canada Border,-5.495869102556328
2008,NM,New Mexico,19.836803950667115,0.01127637119486824,3.9,US-Mexico Border,-19.54428306206154
2008,NY,New York,20.495082855090075,0.9642732466947912,-0.9,US-Canada Border,-4.140296556492595
2008,ND,North Dakota,0.9411992257937873,0.39876297723890897,10.6,US-Canada Border,3.77978272736359
2008,TX,Texas,12.616350948242495,0.023856356719798022,5.0,US-Mexico Border,-1.5513735237292936
2008,VT,Vermont,17.591718262246523,-0.15530918051319675,4.0,US-Canada Border,11.337883192379783
2008,WA,Washington,15.44015027380794,0.5391151645403491,2.7,US-Canada Border,6.648521414767883
2009,AK,Alaska,17.093640561619814,-1.0214141306790436,-9.4,US-Canada Border,1.8501238778596552
2009,AZ,Arizona,68.17624447540886,-0.94232136155602,-6.0,US-Mexico Border,-11.519133977352547
2009,CA,California,59.93471269538222,-1.0167228211744872,-3.5,US-Mexico Border,-8.13040071852984
2009,ID,Idaho,78.96654149241994,-1.115784825042332,-3.2,US-Canada Border,-13.818926954012056
2009,ME,Maine,51.48904733621838,-1.011159965638253,1.2,US-Canada Border,-9.890881301966893
2009,MI,Michigan,82.6939444366598,-0.3566343651103199,-5.3,US-Canada Border,-14.5970428037551
2009,MN,Minnesota,46.77981062420298,-0.24137515871077708,-1.8,US-Canada Border,-3.8783525526561613
2009,MT,Montana,37.602700907122944,-2.512875910181933,-2.4,US-Canada Border,-2.573104872102927
2009,NM,New Mexico,74.53517033061456,-1.5574824918902497,-2.0,US-Mexico Border,11.902092773514239
2009,NY,New York,57.83840750997893,-0.7118358761227572,4.9,US-Canada Border,-7.7660183671441345
2009,ND,North Dakota,32.25234489781441,-1.5699112379461755,0.9,US-Canada Border,-16.227815920370368
2009,TX,Texas,62.366011447832825,0.13312680963215584,-6.0,US-Mexico Border,-12.14244006328775
2009,VT,Vermont,43.66144070607805,0.9021011179112692,0.7,US-Canada Border,-11.741701305911
2009,WA,Washington,77.05971310118638,-0.04075332431511258,-0.6,US-Canada Border,1.4981597942298697
2010,AK,Alaska,1.8064873061722997,-0.6460650545549118,6.6,US-Canada Border,-0.8814051936564149
2010,AZ,Arizona,4.921471544436362,-0.1261566732515984,1.8,US-Mexico Border,-12.695164647307388
2010,CA,California,11.040105361475817,-1.4075758074799105,2.8,US-Mexico Border,-4.04507628242855
2010,ID,Idaho,2.4300871496126586,-0.8105073026576259,2.6,US-Canada Border,17.061305524229333
2010,ME,Maine,0.7184624955697716,-0.9046327045015512,2.3,US-Canada Border,9.90374289157252
2010,MI,Michigan,-8.823271299364254,-1.7212469261739805,5.8,US-Canada Border,1.5334299402011142
2010,MN,Minnesota,-5.062424056199033,-0.8879799742271155,4.6,US-Canada Border,11.060899464930518
2010,MT,Montana,7.112711304173103,-1.3981373786847162,5.8,US-Canada Border,14.41638204241913
2010,NM,New Mexico,8.322301507118702,-3.248559451479882,2.4,US-Mexico Border,-4.269197069813135
2010,NY,New York,3.695979336438593,-0.7244556835694471,5.3,US-Canada Border,0.704125932512234
2010,ND,North Dakota,-8.790066823343457,-0.7779490158704383,10.7,US-Canada Border,20.196825064612245
2010,TX,Texas,8.264158341620643,0.1415882421283543,6.3,US-Mexico Border,-11.277230642215198
2010,VT,Vermont,-8.039216365487844,-0.2482593076466144,4.8,US-Canada Border,-1.0846033184495396
2010,WA,Washington,10.169350223866402,-2.02290700332477,3.4,US-Canada Border,15.142662675047447
2011,AK,Alaska,-3.9808046337138525,-0.7870671426533526,6.4,US-Canada Border,1.8925441092771722
2011,AZ,Arizona,-9.211838006279772,-2.2891281127720653,3.9,US-Mexico Border,-9.135938457507153
2011,CA,California,-4.8748340044487914,-1.0501912772257316,3.8,US-Mexico Border,0.07918652132423709
2011,ID,Idaho,-7.771866678598405,-0.6021528083830163,2.4,US-Canada Border,-2.683541058068295
2011,ME,Maine,-3.2244232663378725,0.026414717253842035,0.3,US-Canada Border,-2.8501515865210325
2011,MI,Michigan,-19.605716766320626,-2.556126334762865,3.7,US-Canada Border,3.653723011909249
2011,MN,Minnesota,-13.303238927684891,-0.5641084818149844,4.4,US-Canada Border,-11.394409200080258
2011,MT,Montana,-5.159359145798426,-0.7590545740444377,6.6,US-Canada Border,-7.002376752668238
2011,NM,New Mexico,-7.763709658105789,-2.0709224184374486,3.1,US-Mexico Border,-26.300495120112476
2011,NY,New York,-3.9444624623773183,-1.3942946388451172,1.8,US-Canada Border,5.287058434609149
2011,ND,North Dakota,-8.446181391682451,0.43417274977575193,16.2,US-Canada Border,2.3545064377682445
2011,TX,Texas,-5.248506501383165,-0.019221583428408184,7.6,US-Mexico Border,-14.572627920144477
2011,VT,Vermont,-10.612351692749112,-0.8032713753936882,3.8,US-Canada Border,-0.5701922483424271
2011,WA,Washington,-7.828739239144311,-2.5606783845877668,3.8,US-Canada Border,10.66863483049001
2012,AK,Alaska,-6.513892712299507,-1.293943453785118,2.5,US-Canada Border,6.346369114515715
2012,AZ,Arizona,-13.361357584390676,-1.8752715126408082,4.0,US-Mexico Border,3.6498725940101506
2012,CA,California,-12.782446072051668,-0.6226808402376216,4.6,US-Mexico Border,3.1461923961520144
2012,ID,Idaho,-14.302736204618194,-0.6485254606204971,2.3,US-Canada Border,-1.0625904547533316
2012,ME,Maine,-5.732822320549591,0.20444947325770624,1.9,US-Canada Border,1.9742717236590712
2012,MI,Michigan,-13.480377238645868,-0.7344704448054462,4.4,US-Canada Border,3.187895345441172
2012,MN,Minnesota,-14.311564775854556,-0.8154491843472389,3.7,US-Canada Border,0.3263456487878402
2012,MT,Montana,-14.740612143094134,0.21311423043806066,3.5,US-Canada Border,6.872216743780091
2012,NM,New Mexico,-5.672681979833927,-0.8935851732372546,1.1,US-Mexico Border,1.47333580677107
2012,NY,New York,2.9721887534664315,0.3997947683331615,7.0,US-Canada Border,3.3543324300347344
2012,ND,North Dakota,-12.021505354852247,0.3408850935989083,24.7,US-Canada Border,6.9448820595638505
2012,TX,Texas,-14.241837995065055,-0.5865135909855379,6.0,US-Mexico Border,3.780298343970423
2012,VT,Vermont,-10.234524508173548,-1.1224147101320137,2.7,US-Canada Border,4.991419182413215
2012,WA,Washington,-13.562213371443189,-0.9993805325501537,5.6,US-Canada Border,8.39261997849865
2013,AK,Alaska,-2.2212735718683208,-0.6985275691093751,-1.8,US-Canada Border,0.5771408522019295
2013,AZ,Arizona,-7.659341186416457,-1.5488732412530237,2.6,US-Mexico Border,7.314696342183558
2013,CA,California,-15.068884512131975,-0.6156045283952971,5.5,US-Mexico Border,2.4290081137094743
2013,ID,Idaho,-16.206050330845866,-1.0669841115704348,5.6,US-Canada Border,2.6321245888791367
2013,ME,Maine,-11.84817130749657,0.1443377041044691,1.6,US-Canada Border,-3.7236355664265086
2013,MI,Michigan,-3.7665991984753178,0.6467092995678048,3.3,US-Canada Border,1.0852789180350042
2013,MN,Minnesota,-12.093375224083115,-0.40203795768564143,4.0,US-Canada Border,-2.8653236952160266
2013,MT,Montana,-9.886268597949321,-0.16315648292160034,2.7,US-Canada Border,4.1341424897351375
2013,NM,New Mexico,-2.9433467231204324,-0.9104632258478906,0.9,US-Mexico Border,10.135762139718118
2013,NY,New York,-10.201325532523953,-0.002519762916208812,2.5,US-Canada Border,-2.6689342210634903
2013,ND,North Dakota,-5.354384096959308,-0.46163474901603774,4.9,US-Canada Border,-2.859175283139348
2013,TX,Texas,-7.332527919481057,-0.3902585350869625,6.4,US-Mexico Border,5.236567729298525
2013,VT,Vermont,-11.283007589921379,-1.472310077742589,0.7,US-Canada Border,3.2318865539617825
2013,WA,Washington,-14.290552594407158,-1.3686641442921643,4.6,US-Canada Border,5.372036346290865
2014,AK,Alaska,-1.7532650475534872,-0.3052164817381353,-1.9,US-Canada Border,1.9844834285189128
2014,AZ,Arizona,-13.258781073795356,0.49603349380666906,3.4,US-Mexico Border,0.27923346174107966
2014,CA,California,-17.485264429143875,-0.6836518633988931,5.9,US-Mexico Border,5.067042627521112
2014,ID,Idaho,-22.16370874429109,-0.2736315571319814,4.3,US-Canada Border,-3.0973024869609733
2014,ME,Maine,-16.399577152556823,-1.6534080869475276,4.0,US-Canada Border,-5.061685815794393
2014,MI,Michigan,-19.24565412167484,0.36561635497665,3.8,US-Canada Border,-4.383415815096314
2014,MN,Minnesota,-16.63974973334722,-0.3106544880126294,4.3,US-Canada Border,-2.094102640633344
2014,MT,Montana,-14.647330020455163,-0.6431127207901732,3.2,US-Canada Border,-0.6923968499842892
2014,NM,New Mexico,-4.054360102706123,0.5849928884160027,4.6,US-Mexico Border,7.568154854082176
2014,NY,New York,-19.113363810135642,-1.6803652622517706,5.3,US-Canada Border,-5.860319396536151
2014,ND,North Dakota,-8.47904335194196,-0.2726031302939691,8.7,US-Canada Border,-4.739450173961279
2014,TX,Texas,-19.498799846565785,-0.6271483787587018,4.2,US-Mexico Border,4.717487338186999
2014,VT,Vermont,-11.258471470506171,-1.1222045373659117,2.1,US-Canada Border,-3.3003344290048475
2014,WA,Washington,-13.86991403370208,-0.666764818693999,5.5,US-Canada Border,-2.8373429493673052
2015,AK,Alaska,-5.4572182373121,-0.9554552114240278,-8.9,US-Canada Border,1.5960214168377007
2015,AZ,Arizona,-11.367022716069531,0.2500019892349492,4.4,US-Mexico Border,4.05569380781714
2015,CA,California,-18.45502557930301,-0.3723352805443114,6.7,US-Mexico Border,6.644693378410449
2015,ID,Idaho,-12.905420616285602,0.4208940870089384,4.3,US-Canada Border,-13.187445846873603
2015,ME,Maine,-22.944358159425683,-2.0518495024133943,2.9,US-Canada Border,-18.912409212785008
2015,MI,Michigan,-26.3917642205455,-0.3454499595370697,5.6,US-Canada Border,-9.2797341050049
2015,MN,Minnesota,-11.987526382294666,0.12726539515299784,2.9,US-Canada Border,-8.833119256990418
2015,MT,Montana,-11.123031751958191,0.09231389355055519,3.7,US-Canada Border,-10.848573300551855
2015,NM,New Mexico,-2.6722550509318044,-0.09539097016214582,-1.7,US-Mexico Border,8.78959089750866
2015,NY,New York,-17.66553141296594,0.15700940974023858,4.2,US-Canada Border,-9.902734770853783
2015,ND,North Dakota,4.864897758007047,-1.775384729376861,-6.2,US-Canada Border,-17.245587126187434
2015,TX,Texas,-13.471855479204798,-1.6553833990739952,0.2,US-Mexico Border,2.97671122861054
2015,VT,Vermont,-9.974417621421471,-0.9178598508328806,3.3,US-Canada Border,-10.558352350737055
2015,WA,Washington,-8.332680063613907,-0.08059834897164997,6.4,US-Canada Border,-16.80941615715289
2016,AK,Alaska,5.760176046743326,-1.0152723083778015,-2.3,US-Canada Border,7.8654290472292665
2016,AZ,Arizona,-11.820574616359192,0.2810330924410742,4.8,US-Mexico Border,1.173873170811257
2016,CA,California,-12.495547379260286,0.0525316316182467,4.1,US-Mexico Border,0.5820492817877332
2016,ID,Idaho,-10.864659826261203,0.17605042436528162,4.5,US-Canada Border,-6.643003816020232
2016,ME,Maine,-14.229245780177003,0.8806264177493528,3.7,US-Canada Border,-8.256222610017383
2016,MI,Michigan,-8.689837092782405,1.43210054280567,3.4,US-Canada Border,-4.290396621683157
2016,MN,Minnesota,4.7589169785762,0.34703506572901777,3.0,US-Canada Border,-5.455695078840606
2016,MT,Montana,-0.6537413564560279,-0.22760619007322624,-1.4,US-Canada Border,-3.7465507214222704
2016,NM,New Mexico,1.7303028942334597,-0.22364868544151317,0.1,US-Mexico Border,7.831309255794783
2016,NY,New York,-8.470357726819177,-0.12192188105947244,3.6,US-Canada Border,-2.273835191356277
2016,ND,North Dakota,11.162891895157777,-0.2124661600802713,-7.6,US-Canada Border,-6.697928003838549
2016,TX,Texas,4.03763401956172,-0.03354462123233981,-0.2,US-Mexico Border,3.6124064835644454
2016,VT,Vermont,-9.39645759674147,-0.03659676865191974,3.0,US-Canada Border,-5.006520199914299
2016,WA,Washington,-6.876521678565406,0.6131498780073574,4.8,US-Canada Border,-5.98948058939639
2017,AK,Alaska,1.371678516538255,-0.5539074635368402,4.6,US-Canada Border,1.7051730873109072
2017,AZ,Arizona,-9.655097920701849,0.7120219495408531,4.9,US-Mexico Border,5.409512528217197
2017,CA,California,-13.066783915419045,0.08209311980045264,5.5,US-Mexico Border,1.4548903342114006
2017,ID,Idaho,-15.572947628243828,-0.06256610411613517,4.5,US-Canada Border,-1.5255177296595646
2017,ME,Maine,-10.84850725989871,0.5745976575280309,3.6,US-Canada Border,0.3537134321087265
2017,MI,Michigan,-7.717296030083675,0.30997354712234415,3.2,US-Canada Border,-1.1087847032097198
2017,MN,Minnesota,-12.206355084909436,-0.12973406411804778,4.0,US-Canada Border,0.09775362515027641
2017,MT,Montana,-5.219405465629934,-0.7658524073758555,3.3,US-Canada Border,0.4972674863501503
2017,NM,New Mexico,-11.893655921296354,-0.44051852930288016,3.6,US-Mexico Border,-1.3139348372696147
2017,NY,New York,-3.6046062261983147,0.12140171727954563,3.7,US-Canada Border,1.4172373705993557
2017,ND,North Dakota,-14.151533619305445,-0.5379023024257634,1.7,US-Canada Border,-0.566943997817515
